LPPDB Similarity,PDBBind Similarity
,0.164179104
,0.177419355
,1
,1
,0.410646388
,0.297297297
,1
,0.454545455
,0.181818182
,0.398467433
,0.5
,0.312727273
,0.456818182
,0.206642066
,0.403921569
,1
,0.996124031
,1
,0.161290323
,0.24742268
,0.548165138
,0.831018519
,1
,0.402930403
,0.632786885
,1
,0.593023256
,0.232323232
,0.205128205
,0.967164179
,0.459090909
,0.342629482
,1
,0.535714286
,0.992322457
,0.249343832
,0.311258278
,0.473067916
,1
,0.484251969
,0.61423221
,0.623015873
,1
,1
,0.342629482
,0.99691358
,0.233576642
,0.737931034
,1
,0.5234375
,0.958990536
,1
,0.623015873
,0.170403587
,1
,0.997987928
,1
,0.204620462
,0.601532567
,1
,0.550200803
,0.139344262
,0.586666667
,0.15
,1
,0.904761905
,0.315789474
,0.171875
,0.398523985
,1
,0.152671756
,1
,0.625954198
,0.732758621
,1
,1
,0.163636364
,1
,0.723140496
,0.326589595
,0.272463768
,0.730964467
,0.492907801
,0.823943662
,0.637010676
,1
,0.568627451
,1
,1
,1
,0.447619048
,0.414342629
,0.684824903
,1
,0.738317757
,0.586666667
,1
,1
,1
,0.166666667
,1
,0.548165138
,0.992857143
,0.854237288
,0.150943396
,0.148837209
,0.728744939
,1
,0.19047619
,0.347169811
,0.23659306
,0.48018648
,1
,1
,0.155172414
,0.155172414
,0.181818182
,0.144927536
,1
,0.563405797
,0.43003413
,0.136986301
,0.653333333
,0.140350877
,0.671009772
,0.990697674
,1
,0.640569395
,1
,1
,0.659259259
,0.350943396
,0.99734748
,0.208998549
,0.53875969
,0.277992278
,1
,0.21875
,1
,1
,0.740740741
,0.194444444
,0.230283912
,0.397321429
,0.529636711
,0.735849057
,1
,0.20212766
,0.364864865
,0.220720721
,0.558441558
,1
,1
,0.166666667
,0.613793103
,0.147540984
,0.621247113
,0.549689441
,0.161290323
,0.984126984
,1
,0.184931507
,1
,1
,0.341365462
,0.304878049
,0.410852713
,0.57038835
,1
,1
,0.249249249
,0.592261905
,1
,0.629976581
,1
,1
,0.282700422
,0.321428571
,1
,1
,0.87745098
,0.552419355
,1
,1
,1
,0.648584906
,1
,0.189655172
,0.524137931
,0.993630573
,0.624521073
,0.205387205
,0.989864865
,0.145833333
,0.39245283
,1
,0.171875
,0.997826087
,0.775462963
,0.183486239
,1
,0.659722222
,1
,0.597744361
,0.872611465
,0.179372197
,1
,0.991397849
,0.984126984
,0.567073171
,0.933797909
,1
,0.324137931
,1
,1
,0.488425926
,1
,1
,0.837962963
,1
,0.801075269
,0.415313225
,0.787946429
,0.627586207
,0.155172414
,0.338624339
,0.411764706
,0.297202797
,1
,1
,0.181818182
,0.405204461
,0.768608414
,0.154929577
,0.171875
,1
,0.627586207
,1
,0.149253731
,1
,0.46975089
,0.158730159
,0.350393701
,1
,1
,0.135802469
,0.178571429
,0.996415771
,1
,1
,1
,0.990909091
,0.854237288
,1
,0.153846154
,0.344
,0.164705882
,1
,0.356321839
,0.717213115
,0.533333333
,0.513761468
,0.377289377
,0.243816254
,0.263888889
,0.442396313
,0.368421053
,1
,1
,0.600775194
,1
,0.627586207
,0.410358566
,0.690751445
,0.14516129
,1
,0.548165138
,0.147540984
,1
,1
,1
,0.817204301
,1
,0.351428571
,0.56097561
,0.136363636
,1
,0.309248555
,0.147368421
,0.240208877
,1
,0.997354497
,0.162162162
,1
,0.268292683
,1
,0.984536082
,0.189189189
,0.162962963
,1
,1
,1
,0.627586207
,0.398268398
,1
,0.173913043
,1
,0.157894737
,0.629757785
,0.514150943
,0.145833333
,0.991304348
,0.177272727
,0.186440678
,0.940397351
,1
,0.171428571
,0.214285714
,1
,1
,1
,0.148148148
,0.164179104
,0.519685039
,0.769607843
,0.474056604
,1
,0.148514851
,0.727272727
,0.641577061
,1
,0.990853659
,0.270627063
,0.296137339
,0.633451957
,0.501385042
,0.286052009
,0.411242604
,0.62248996
,0.562929062
,0.162162162
,0.533589251
,1
,0.70412844
,1
,0.676744186
,0.991957105
,0.558035714
,0.684331797
,0.990697674
,0.199535963
,0.605633803
,0.339285714
,0.85
,0.449541284
,1
,0.995283019
,1
,0.554245283
,0.191637631
,0.993174061
,0.984126984
,1
,0.247232472
,0.624573379
,1
,1
,0.526418787
,1
,0.532687651
,0.144927536
,0.53875969
,0.525641026
,0.278877888
,0.900398406
,0.1375
,0.39184953
,0.465034965
,0.972286374
,0.554347826
,0.709897611
,0.845771144
,1
,0.787946429
,0.391304348
,0.993957704
,0.888888889
,1
,0.529292929
,1
,0.249343832
,1
,0.960784314
,0.147540984
,1
,0.757575758
,1
,1
,1
,1
,0.834733894
,0.418867925
,1
,0.193548387
,0.153846154
,1
,0.194029851
,1
,0.131578947
,1
,0.861861862
